tag,reference,seed,condition,delta_macro_f1,new_errors,repaired_errors
geometry19,B,7,uniform_quarter_1,-0.0017017828499318322,858,714
geometry19,B,17,uniform_quarter_1,-0.001828328911028576,702,559
geometry19,B,37,uniform_quarter_1,0.0006925744856240978,677,736
geometry19,B,7,uniform_quarter_2,-0.0013455197558537302,828,712
geometry19,B,17,uniform_quarter_2,-0.0016397299012453903,687,559
geometry19,B,37,uniform_quarter_2,1.0548579791658241e-05,737,744
geometry19,B,7,central_half,-0.00852393245673011,991,324
geometry19,B,17,central_half,-0.000641590945628101,518,467
geometry19,B,37,central_half,0.0041919794348617145,366,693
geometry19,B,7,xy_fraction6,0.0018315881474686435,524,655
geometry19,B,17,xy_fraction6,-0.0006944872519720757,452,398
geometry19,B,37,xy_fraction6,0.0006752531031192222,487,543
geometry19,B,7,xy_fraction4,0.0015283640098627815,522,630
geometry19,B,17,xy_fraction4,-0.0008251012407449743,473,409
geometry19,B,37,xy_fraction4,0.0004657701297638983,490,530
geometry19,B,7,kept_single,-0.006517950790817295,1100,592
geometry19,B,17,kept_single,-0.0005353393279914354,734,690
geometry19,B,37,kept_single,0.0009808812376363996,796,882
geometry19,B,7,sparse_single,0.0019375143148743224,1761,1964
geometry19,B,17,sparse_single,0.012027357921605475,1570,2763
geometry19,B,37,sparse_single,0.013993571051393205,1524,2906
geometry19,B,7,sparse_context,0.007450198083146065,1166,1903
geometry19,B,17,sparse_context,0.0032400575389307518,1111,1434
geometry19,B,37,sparse_context,0.0029922404138696956,1110,1405
distribution20,A,7,clean,0.004339529174684276,370,701
distribution20,A,17,clean,0.0027320651118198924,435,641
distribution20,A,37,clean,0.005463679552024869,327,746
distribution20,A,7,uniform_half_0,0.003833886352291871,536,827
distribution20,A,17,uniform_half_0,0.005447695313438583,561,971
distribution20,A,37,uniform_half_0,0.005839411196628452,544,989
distribution20,A,7,uniform_half_1,0.004221256545529073,570,890
distribution20,A,17,uniform_half_1,0.005329330228651119,594,995
distribution20,A,37,uniform_half_1,0.006318274007455882,552,1034
distribution20,A,7,uniform_half_2,0.003583280843678205,575,846
distribution20,A,17,uniform_half_2,0.005166289757195464,596,985
distribution20,A,37,uniform_half_2,0.0057421930700902735,564,1002
distribution20,A,7,uniform_quarter_0,0.010454918969579285,746,1533
distribution20,A,17,uniform_quarter_0,0.014266354079364607,824,1892
distribution20,A,37,uniform_quarter_0,0.015174124684031676,762,1906
distribution20,A,7,uniform_quarter_1,0.008494664288222653,828,1466
distribution20,A,17,uniform_quarter_1,0.013711840314829526,844,1868
